image_path,mask_path,split,px_class0,px_class1,px_class2,px_class3,px_class4,px_class5,px_class6,px_class7
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000067_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000067_000019_gtFine_labelIds.png,train,242006,887635,243518,70784,523073,52327,20204,57605
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000068_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000068_000019_gtFine_labelIds.png,train,233798,914082,645033,55073,96426,27512,98961,26267
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000069_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000069_000019_gtFine_labelIds.png,train,153465,889901,756368,29394,114812,60952,18423,73837
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000070_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000070_000019_gtFine_labelIds.png,train,176340,824486,532159,18199,351962,4120,15051,174835
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000071_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000071_000019_gtFine_labelIds.png,train,132051,864760,704154,87484,131036,0,131884,45783
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000072_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000072_000019_gtFine_labelIds.png,train,134862,951606,448186,20537,344265,77663,9222,110811
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000073_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000073_000019_gtFine_labelIds.png,train,210883,716710,627863,54118,102676,70165,720,314017
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000074_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000074_000019_gtFine_labelIds.png,train,149258,927687,375023,97762,442414,16781,9577,78650
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000075_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000075_000019_gtFine_labelIds.png,train,356179,667229,722815,26509,99147,97322,3901,124050
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000076_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000076_000019_gtFine_labelIds.png,train,157208,991636,580162,63688,221241,302,14112,68803
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000077_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000077_000019_gtFine_labelIds.png,train,238335,795786,606964,17022,121481,104215,8308,205041
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000078_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000078_000019_gtFine_labelIds.png,train,234797,947262,488040,72427,208323,78015,54978,13310
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000079_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000079_000019_gtFine_labelIds.png,train,176110,756771,362278,21045,245427,101533,2110,431878
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000080_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000080_000019_gtFine_labelIds.png,train,163971,952562,636590,61154,187967,64071,6193,24644
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000081_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000081_000019_gtFine_labelIds.png,train,169930,943309,664155,55938,17253,99602,6478,140487
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000082_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000082_000019_gtFine_labelIds.png,train,132207,654664,904370,66800,38279,83183,34384,183265
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000083_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000083_000019_gtFine_labelIds.png,train,147617,967009,699257,38119,64665,98032,12652,69801
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000084_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000084_000019_gtFine_labelIds.png,train,146225,916058,300039,93168,350154,156611,18794,116103
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000085_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000085_000019_gtFine_labelIds.png,train,153883,1034232,355888,11286,474512,4298,0,63053
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000086_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000086_000019_gtFine_labelIds.png,train,167857,830337,627333,18338,260845,9580,2808,180054
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000087_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000087_000019_gtFine_labelIds.png,train,182183,767316,693686,22176,184767,3968,0,243056
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000088_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000088_000019_gtFine_labelIds.png,train,161252,780207,1024617,9915,0,0,1895,119266
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000089_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000089_000019_gtFine_labelIds.png,train,208020,771041,660311,41098,89508,86063,4878,236233
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000090_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000090_000019_gtFine_labelIds.png,train,126551,948004,279490,59962,301085,59453,121968,200639
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000091_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000091_000019_gtFine_labelIds.png,train,152090,1018379,663160,98477,45880,74041,0,45125
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000092_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000092_000019_gtFine_labelIds.png,train,342321,731698,821907,12409,31716,38606,849,117646
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000093_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000093_000019_gtFine_labelIds.png,train,249074,894845,265459,27352,493408,124513,12646,29855
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000094_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000094_000019_gtFine_labelIds.png,train,265671,718342,108627,121043,624816,58757,4177,195719
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000095_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000095_000019_gtFine_labelIds.png,train,207103,877077,220285,56822,520409,214789,0,667
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000096_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000096_000019_gtFine_labelIds.png,train,225245,974558,201123,86207,342937,259769,576,6737
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000097_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000097_000019_gtFine_labelIds.png,train,186010,797532,349297,92042,503899,159985,0,8387
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000098_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000098_000019_gtFine_labelIds.png,train,666939,822167,123002,121826,291457,70723,1038,0
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000099_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000099_000019_gtFine_labelIds.png,train,255549,793803,805990,15194,13401,136917,243,76055
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000100_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000100_000019_gtFine_labelIds.png,train,151071,764139,693303,26137,48091,195002,0,219409
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000101_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000101_000019_gtFine_labelIds.png,train,157903,904426,960563,74260,0,0,0,0
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000102_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000102_000019_gtFine_labelIds.png,train,118496,678979,411208,37437,643742,205940,0,1350
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000103_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000103_000019_gtFine_labelIds.png,train,121520,864341,691089,6825,285257,118968,0,9152
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000104_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000104_000019_gtFine_labelIds.png,train,211562,796592,654368,23030,99252,91173,11415,209760
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000105_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000105_000019_gtFine_labelIds.png,train,170503,734358,375016,31078,307385,347110,0,131702
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000106_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000106_000019_gtFine_labelIds.png,train,136551,929691,588125,72619,257441,112725,0,0
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000107_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000107_000019_gtFine_labelIds.png,train,306078,794552,492206,122529,237063,134817,4356,5551
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000108_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000108_000019_gtFine_labelIds.png,train,290790,830256,402872,53893,263447,243890,10635,1369
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000109_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000109_000019_gtFine_labelIds.png,train,210398,658095,442776,36177,342819,48181,0,358706
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000110_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000110_000019_gtFine_labelIds.png,train,284716,611872,420409,2962,406976,17083,2615,350519
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000111_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000111_000019_gtFine_labelIds.png,train,247145,687495,524958,59880,193252,2801,21314,360307
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000112_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000112_000019_gtFine_labelIds.png,train,317671,582927,570831,12715,253538,675,0,358795
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000113_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000113_000019_gtFine_labelIds.png,train,162396,699579,291959,108294,734054,0,17942,82928
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000114_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000114_000019_gtFine_labelIds.png,train,229977,825385,335328,36771,537234,15311,10790,106356
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000115_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000115_000019_gtFine_labelIds.png,train,138702,879761,401209,51009,457950,127263,11928,29330
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000116_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000116_000019_gtFine_labelIds.png,train,141220,771577,198242,61326,791994,23020,0,109773
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000117_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000117_000019_gtFine_labelIds.png,train,158393,733344,227849,53634,617022,128900,511,177499
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000118_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000118_000019_gtFine_labelIds.png,train,217823,728976,469820,48118,383495,51947,5065,191908
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000119_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000119_000019_gtFine_labelIds.png,train,198345,637360,408184,25632,599328,50921,1829,175553
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000120_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000120_000019_gtFine_labelIds.png,train,254103,733831,581849,75478,302812,63468,4354,81257
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000121_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000121_000019_gtFine_labelIds.png,train,227292,819196,749444,100983,49930,98984,2018,49305
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000122_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000122_000019_gtFine_labelIds.png,train,179532,945639,567493,43593,246103,51377,19442,43973
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000123_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000123_000019_gtFine_labelIds.png,train,140925,925333,781689,25083,106905,63712,4749,48756
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000124_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000124_000019_gtFine_labelIds.png,train,134342,917188,800227,33852,47501,86006,1176,76860
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000125_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000125_000019_gtFine_labelIds.png,train,131717,826676,133892,62280,727704,141249,11780,61854
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000126_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000126_000019_gtFine_labelIds.png,train,220694,781762,235307,6609,588250,4907,5097,254526
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000127_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000127_000019_gtFine_labelIds.png,train,282642,675459,170215,5759,587925,66483,0,308669
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000128_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000128_000019_gtFine_labelIds.png,train,265538,658614,135582,11426,581109,160756,0,284127
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000129_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000129_000019_gtFine_labelIds.png,train,179418,857794,96848,96186,542567,292553,0,31786
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000130_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000130_000019_gtFine_labelIds.png,train,117282,797006,3922,12584,1089594,41741,0,35023
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000131_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000131_000019_gtFine_labelIds.png,train,130168,725745,72987,45137,650892,193078,2576,276569
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000132_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000132_000019_gtFine_labelIds.png,train,204656,637770,119927,31114,988502,53585,0,61598
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000133_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000133_000019_gtFine_labelIds.png,train,141249,793944,83319,29005,666149,212713,0,170773
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000134_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000134_000019_gtFine_labelIds.png,train,198994,737195,86573,90021,670478,94745,476,218670
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000135_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000135_000019_gtFine_labelIds.png,train,329965,667149,379266,3151,447521,28928,3727,237445
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000136_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000136_000019_gtFine_labelIds.png,train,163274,896668,417050,94526,137605,157967,3968,226094
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000137_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000137_000019_gtFine_labelIds.png,train,137000,788179,514198,47327,352861,70416,1367,185804
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000138_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000138_000019_gtFine_labelIds.png,train,131394,799770,593053,44783,369953,50244,234,107721
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000139_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000139_000019_gtFine_labelIds.png,train,175609,873889,734455,137496,17655,65186,6149,86713
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000140_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000140_000019_gtFine_labelIds.png,train,221533,642062,492217,20733,299954,41918,1693,377042
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000141_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000141_000019_gtFine_labelIds.png,train,220742,947642,615680,56835,96766,25081,0,134406
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000142_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000142_000019_gtFine_labelIds.png,train,128404,774301,540842,47502,482529,83938,0,39636
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000143_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000143_000019_gtFine_labelIds.png,train,135432,850210,649950,27039,249913,70833,1535,112240
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000144_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000144_000019_gtFine_labelIds.png,train,196367,901801,390827,48523,384556,38270,0,136808
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000145_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000145_000019_gtFine_labelIds.png,train,169108,884789,455382,37965,296042,142212,1657,109997
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000146_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000146_000019_gtFine_labelIds.png,train,161621,904688,596700,41214,264277,56148,0,72504
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000147_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000147_000019_gtFine_labelIds.png,train,173107,815561,262226,81691,583229,62296,835,118207
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000148_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000148_000019_gtFine_labelIds.png,train,136389,935327,408112,132102,315290,74379,0,95553
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000149_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000149_000019_gtFine_labelIds.png,train,186516,903043,706894,24151,20542,101954,3997,150055
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000150_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000150_000019_gtFine_labelIds.png,train,238681,869137,700926,22011,47136,89686,1997,127578
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000151_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000151_000019_gtFine_labelIds.png,train,115071,914564,576666,29472,261958,41448,30854,127119
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000152_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000152_000019_gtFine_labelIds.png,train,125730,908940,622291,56157,146917,79640,14095,143382
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000153_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000153_000019_gtFine_labelIds.png,train,163613,917233,607745,32031,166984,51384,14638,143524
..\data\leftImg8bit\train\dusseldorf\dusseldorf_000154_000019_leftImg8bit.png,..\data\gtFine\train\dusseldorf\dusseldorf_000154_000019_gtFine_labelIds.png,train,170920,981786,751521,113020,8354,67135,463,3953
